1403636859.701666594 0.01770 -0.07262 0.23874 0.81686 0.04212 0.57400 -0.03872
1403636859.801666498 0.02351 -0.07314 0.28497 0.81203 0.03986 0.58159 -0.02760
1403636859.901666403 0.02440 -0.07277 0.32795 0.80812 0.03771 0.58759 -0.01630
1403636860.001666546 0.02716 -0.07477 0.36008 0.80822 0.04145 0.58703 -0.02149
1403636860.101666451 0.03027 -0.07983 0.36892 0.81116 0.04263 0.58264 -0.02700
1403636860.201666594 0.02794 -0.08494 0.34710 0.81354 0.03914 0.57960 -0.02620
1403636860.301666498 0.02260 -0.08853 0.29923 0.81842 0.03638 0.57264 -0.03079
1403636860.401666403 0.01654 -0.09114 0.24143 0.82802 0.02953 0.55921 -0.02815
1403636860.501666546 0.01060 -0.09321 0.18492 0.83930 0.02194 0.54260 -0.02602
1403636860.601666451 0.00629 -0.09465 0.13920 0.84828 0.02057 0.52826 -0.03079
1403636860.701666594 0.00105 -0.09576 0.10951 0.85355 0.02310 0.51938 -0.03405
1403636860.801666498 -0.00442 -0.09724 0.10204 0.85588 0.02567 0.51592 -0.02511
1403636860.901666403 -0.00774 -0.09804 0.12163 0.85831 0.02982 0.51191 -0.01926
1403636861.001666546 -0.00695 -0.09797 0.16538 0.85762 0.03650 0.51255 -0.02123
1403636861.101666451 -0.00274 -0.09793 0.22390 0.85075 0.03797 0.52370 -0.02272
1403636861.201666594 0.00340 -0.09850 0.28688 0.83825 0.03987 0.54326 -0.02483
1403636861.301666498 0.00813 -0.09996 0.34915 0.82462 0.04086 0.56351 -0.02804
1403636861.401666403 0.01119 -0.10214 0.40026 0.81351 0.03662 0.57973 -0.02792
1403636861.501666546 0.01267 -0.10530 0.42496 0.80651 0.03403 0.58963 -0.02698
1403636861.601666451 0.01410 -0.10797 0.41611 0.80707 0.03325 0.58898 -0.02514
1403636861.701666594 0.01418 -0.10945 0.37795 0.81304 0.03427 0.58057 -0.02717
1403636861.801666498 0.01223 -0.10924 0.32497 0.81971 0.03643 0.57104 -0.02582
1403636861.901666403 0.00816 -0.10752 0.26763 0.82732 0.03822 0.55966 -0.02943
1403636862.001666546 0.00337 -0.10401 0.20895 0.83874 0.03731 0.54225 -0.03286
1403636862.101666451 -0.00061 -0.09913 0.15559 0.84809 0.03538 0.52738 -0.03688
1403636862.201666594 -0.00372 -0.09563 0.11702 0.85258 0.03720 0.51962 -0.04143
1403636862.301666498 -0.00634 -0.09553 0.10464 0.85604 0.04287 0.51385 -0.03638
1403636862.401666403 -0.00621 -0.09603 0.12494 0.85916 0.04562 0.50850 -0.03440
1403636862.501666546 -0.00379 -0.09651 0.17218 0.85704 0.04609 0.51210 -0.03335
1403636862.601666451 0.00255 -0.09939 0.23420 0.85095 0.04362 0.52299 -0.02142
1403636862.701666594 0.00852 -0.10052 0.30237 0.84313 0.04374 0.53568 -0.01629
1403636862.801666498 0.01377 -0.09989 0.37098 0.83832 0.03864 0.54341 -0.02053
1403636862.901666403 0.01664 -0.09969 0.43539 0.83511 0.02991 0.54876 -0.02358
1403636863.001666546 0.01572 -0.09983 0.47945 0.82939 0.02653 0.55730 -0.02866
1403636863.101666451 0.01464 -0.10202 0.48859 0.82334 0.03144 0.56619 -0.02353
1403636863.201666594 0.01401 -0.10359 0.46331 0.82090 0.03754 0.56960 -0.01673
1403636863.301666498 0.01297 -0.10368 0.41161 0.82211 0.04156 0.56768 -0.01192
1403636863.401666403 0.01124 -0.10416 0.34776 0.82403 0.04170 0.56497 -0.00693
1403636863.501666546 0.00816 -0.10401 0.27896 0.82853 0.03771 0.55861 -0.00825
1403636863.601666451 0.00257 -0.10329 0.21068 0.83602 0.03647 0.54701 -0.02285
1403636863.701666594 -0.00259 -0.10298 0.15167 0.84402 0.03628 0.53383 -0.03644
1403636863.801666498 -0.00615 -0.10359 0.11364 0.85191 0.03387 0.52096 -0.04116
1403636863.901666403 -0.00919 -0.10520 0.10847 0.85750 0.03527 0.51159 -0.04158
1403636864.001666546 -0.00973 -0.10717 0.14080 0.85855 0.03686 0.50967 -0.04215
1403636864.101666451 -0.00869 -0.10798 0.20019 0.85495 0.04208 0.51538 -0.04097
1403636864.201666594 -0.00517 -0.10914 0.27296 0.85056 0.04325 0.52313 -0.03199
1403636864.301666498 -0.00120 -0.10743 0.34357 0.84779 0.04254 0.52776 -0.03025
1403636864.401666403 0.00209 -0.10504 0.40529 0.84380 0.04022 0.53415 -0.03269
1403636864.501666546 0.00505 -0.10348 0.45653 0.83366 0.03329 0.55010 -0.03601
1403636864.601666451 0.00760 -0.10149 0.48533 0.82197 0.02814 0.56730 -0.04180
1403636864.701666594 0.00890 -0.10177 0.48247 0.81668 0.03252 0.57489 -0.03848
1403636864.801666498 0.00894 -0.10272 0.44730 0.81930 0.03913 0.57094 -0.03521
1403636864.901666403 0.00829 -0.10127 0.39232 0.82453 0.03997 0.56342 -0.03337
1403636865.001666546 0.00851 -0.10128 0.33075 0.83068 0.04029 0.55458 -0.02807
1403636865.101666451 0.00830 -0.10092 0.26854 0.83765 0.03949 0.54414 -0.02652
1403636865.201666594 0.00746 -0.09967 0.21327 0.84281 0.02986 0.53592 -0.03956
1403636865.301666498 0.00602 -0.09847 0.17098 0.84523 0.02530 0.53098 -0.05479
1403636865.401666403 0.00529 -0.09793 0.14419 0.84621 0.02597 0.52934 -0.05537
1403636865.501666546 0.00531 -0.09783 0.13815 0.85084 0.03186 0.52232 -0.04729
1403636865.601666451 0.00638 -0.09689 0.16085 0.85633 0.03704 0.51330 -0.04308
1403636865.701666594 0.00683 -0.09333 0.20794 0.85558 0.03917 0.51410 -0.04637
1403636865.801666498 0.00861 -0.08977 0.26963 0.84880 0.03902 0.52487 -0.05025
1403636865.901666403 0.01140 -0.08835 0.33798 0.83897 0.03601 0.54039 -0.05303
1403636866.001666546 0.01294 -0.08759 0.40688 0.82572 0.03011 0.56073 -0.05349
1403636866.101666451 0.01220 -0.08796 0.46851 0.80969 0.02695 0.58378 -0.05361
1403636866.201666594 0.00972 -0.08928 0.51089 0.79945 0.02931 0.59767 -0.05309
1403636866.301666498 0.00776 -0.09019 0.52324 0.79883 0.03192 0.59873 -0.04869
1403636866.401666403 0.00735 -0.09039 0.50422 0.80509 0.03384 0.59076 -0.04107
1403636866.501666546 0.00777 -0.09104 0.46057 0.81148 0.03610 0.58199 -0.03863
1403636866.601666451 0.00883 -0.09328 0.40462 0.81787 0.03763 0.57295 -0.03748
1403636866.701666594 0.00882 -0.09907 0.35177 0.82497 0.03990 0.56260 -0.03624
1403636866.801666498 0.00468 -0.10373 0.30990 0.83069 0.04379 0.55364 -0.03889
1403636866.901666403 -0.00131 -0.10554 0.27506 0.83654 0.04547 0.54383 -0.04886
1403636867.001666546 -0.00893 -0.10656 0.24801 0.84477 0.04480 0.53024 -0.05664
1403636867.101666451 -0.01516 -0.10662 0.23228 0.85071 0.04594 0.52037 -0.05828
1403636867.201666594 -0.02385 -0.10666 0.22558 0.85361 0.04835 0.51457 -0.06499
1403636867.301666498 -0.03411 -0.10615 0.22513 0.85547 0.05617 0.50923 -0.07554
1403636867.401666403 -0.04160 -0.10719 0.22953 0.85890 0.05848 0.50322 -0.07512
1403636867.501666546 -0.04889 -0.10732 0.23583 0.86572 0.05606 0.49290 -0.06669
1403636867.601666451 -0.05799 -0.10827 0.23744 0.88097 0.05908 0.46572 -0.05924
1403636867.701666594 -0.06837 -0.10922 0.23348 0.90514 0.05796 0.41751 -0.05522
1403636867.801666498 -0.07867 -0.11068 0.22800 0.93004 0.05073 0.36114 -0.04505
1403636867.901666403 -0.08329 -0.11245 0.22606 0.94284 0.04413 0.32778 -0.04084
1403636868.001666546 -0.08323 -0.11165 0.22978 0.94351 0.03978 0.32628 -0.04176
1403636868.101666451 -0.08363 -0.11073 0.23518 0.93809 0.03985 0.34122 -0.04427
1403636868.201666594 -0.08652 -0.10963 0.23843 0.93430 0.03992 0.35116 -0.04674
1403636868.301666498 -0.09323 -0.10938 0.23945 0.93414 0.03928 0.35113 -0.05048
1403636868.401666403 -0.10043 -0.10363 0.23962 0.93551 0.03574 0.34766 -0.05177
1403636868.501666546 -0.10807 -0.09720 0.24122 0.93314 0.03300 0.35453 -0.04961
1403636868.601666451 -0.11518 -0.09149 0.24621 0.92966 0.02806 0.36447 -0.04590
1403636868.701666594 -0.12243 -0.08764 0.25086 0.92990 0.02571 0.36423 -0.04436
1403636868.801666498 -0.13041 -0.08393 0.25183 0.93254 0.03124 0.35692 -0.04470
1403636868.901666403 -0.13525 -0.08033 0.25253 0.93338 0.03578 0.35479 -0.04067
1403636869.001666546 -0.13697 -0.07567 0.25381 0.93096 0.03800 0.36052 -0.04348
1403636869.101666451 -0.13737 -0.07207 0.25501 0.92903 0.03922 0.36462 -0.04922
1403636869.201666594 -0.13801 -0.06897 0.25402 0.92852 0.04150 0.36525 -0.05216
1403636869.301666498 -0.13732 -0.06747 0.25243 0.92863 0.04350 0.36474 -0.05211
1403636869.401666403 -0.13572 -0.06679 0.25127 0.92846 0.04414 0.36496 -0.05303
1403636869.501666546 -0.13403 -0.06848 0.25049 0.92843 0.04390 0.36508 -0.05298
1403636869.601666451 -0.13135 -0.07666 0.24977 0.92858 0.04332 0.36482 -0.05259
1403636869.701666594 -0.12618 -0.09449 0.24887 0.93019 0.04212 0.36116 -0.05038
1403636869.801666498 -0.11748 -0.12127 0.24835 0.93129 0.03877 0.35902 -0.04798
1403636869.901666403 -0.10394 -0.15597 0.24887 0.92983 0.03174 0.36385 -0.04492
1403636870.001666546 -0.08804 -0.19691 0.24879 0.92804 0.02394 0.36929 -0.04224
1403636870.101666451 -0.07101 -0.24254 0.24784 0.92910 0.01504 0.36754 -0.03819
1403636870.201666594 -0.05278 -0.29134 0.24760 0.93152 0.01042 0.36215 -0.03178
1403636870.301666498 -0.03498 -0.34034 0.24847 0.93119 0.00624 0.36330 -0.02919
1403636870.401666403 -0.01705 -0.38865 0.24818 0.92844 0.00179 0.37065 -0.02483
1403636870.501666546 -0.00201 -0.43174 0.24430 0.92798 -0.00333 0.37191 -0.02306
1403636870.601666451 0.00882 -0.46737 0.23878 0.93093 -0.00984 0.36448 -0.02063
1403636870.701666594 0.01838 -0.49705 0.23447 0.93209 -0.01390 0.36169 -0.01370
1403636870.801666498 0.02703 -0.51620 0.23027 0.92877 -0.01849 0.36983 -0.01671
1403636870.901666403 0.03134 -0.52838 0.22535 0.92475 -0.02024 0.37949 -0.02026
1403636871.001666546 0.03262 -0.53370 0.22035 0.92270 -0.02204 0.38403 -0.02579
1403636871.101666451 0.03226 -0.53387 0.21481 0.92549 -0.02536 0.37687 -0.02813
1403636871.201666594 0.03062 -0.52994 0.21388 0.92944 -0.02783 0.36731 -0.02134
1403636871.301666498 0.02779 -0.51844 0.21760 0.92934 -0.02912 0.36748 -0.02082
1403636871.401666403 0.02264 -0.49821 0.22135 0.92880 -0.02463 0.36917 -0.02078
1403636871.501666546 0.01552 -0.46731 0.22455 0.92842 -0.02026 0.37026 -0.02304
1403636871.601666451 0.00612 -0.42718 0.22786 0.92889 -0.01799 0.36902 -0.02575
1403636871.701666594 -0.00547 -0.37904 0.23260 0.92971 -0.01509 0.36643 -0.03369
1403636871.801666498 -0.01701 -0.32579 0.23706 0.92979 -0.01032 0.36553 -0.04211
1403636871.901666403 -0.02802 -0.27012 0.23906 0.92904 -0.00333 0.36717 -0.04530
1403636872.001666546 -0.03749 -0.21093 0.23983 0.92645 0.00249 0.37246 -0.05432
1403636872.101666451 -0.04560 -0.15214 0.23876 0.92354 0.00916 0.37799 -0.06413
1403636872.201666594 -0.05389 -0.09889 0.23613 0.92286 0.01573 0.37866 -0.06855
1403636872.301666498 -0.06382 -0.05102 0.23196 0.92481 0.02370 0.37252 -0.07343
1403636872.401666403 -0.07194 -0.01263 0.22706 0.92717 0.03133 0.36524 -0.07731
1403636872.501666546 -0.07647 0.01198 0.22500 0.92773 0.03588 0.36284 -0.07982
1403636872.601666451 -0.07842 0.02100 0.22569 0.92632 0.04038 0.36565 -0.08128
1403636872.701666594 -0.07849 0.01787 0.22777 0.92445 0.04302 0.37033 -0.08003
1403636872.801666498 -0.07566 0.00474 0.22848 0.92468 0.04216 0.37084 -0.07530
1403636872.901666403 -0.06869 -0.02112 0.22754 0.92604 0.03697 0.36849 -0.07283
1403636873.001666546 -0.05833 -0.06037 0.22522 0.92700 0.03098 0.36769 -0.06721
1403636873.101666451 -0.04585 -0.10930 0.22262 0.92724 0.02531 0.36844 -0.06189
1403636873.201666594 -0.03156 -0.16482 0.22074 0.92830 0.01764 0.36689 -0.05781
1403636873.301666498 -0.01627 -0.22411 0.21963 0.92920 0.00884 0.36564 -0.05299
1403636873.401666403 -0.00201 -0.28392 0.21761 0.92985 0.00145 0.36474 -0.04841
1403636873.501666546 0.00903 -0.34192 0.21443 0.93072 -0.00503 0.36296 -0.04472
1403636873.601666451 0.01748 -0.39520 0.20998 0.93257 -0.01226 0.35886 -0.03724
1403636873.701666594 0.02334 -0.43984 0.20401 0.93402 -0.01851 0.35535 -0.03137
1403636873.801666498 0.02625 -0.47284 0.19874 0.93506 -0.01999 0.35262 -0.03034
1403636873.901666403 0.02720 -0.49096 0.19456 0.93497 -0.02239 0.35272 -0.03036
1403636874.001666546 0.02814 -0.49803 0.19120 0.93433 -0.02540 0.35436 -0.02846
1403636874.101666451 0.02933 -0.49570 0.18888 0.93432 -0.02614 0.35435 -0.02846
1403636874.201666594 0.02898 -0.48651 0.18937 0.93494 -0.02494 0.35272 -0.02920
1403636874.301666498 0.02633 -0.46643 0.19178 0.93585 -0.02019 0.35049 -0.03057
1403636874.401666403 0.02255 -0.43226 0.19348 0.93640 -0.01436 0.34875 -0.03641
1403636874.501666546 0.01724 -0.38651 0.19610 0.93561 -0.00902 0.35043 -0.04179
